"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",110
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",120
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",130
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",141
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",142
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",143
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",144
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",210
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",221
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",222
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",223
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",224
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",225
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",226
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",227
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",228
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",229
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",231
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",232
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",233
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",234
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",235
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",236
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",237
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",239
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",311
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",312
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",313
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",314
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",315
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",316
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",317
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",318
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",319
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",411
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",412
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",421
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",422
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",423
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",424
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",425
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",429
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",430
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",441
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",442
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",449
"Officials of Government and special-interest organizations, corporate executives, managers, managing proprietors and supervisors",490
Professionals,111
Professionals,112
Professionals,113
Professionals,114
Professionals,121
Professionals,122
Professionals,139
Professionals,141
Professionals,151
Professionals,159
Professionals,211
Professionals,212
Professionals,213
Professionals,214
Professionals,221
Professionals,222
Professionals,223
Professionals,224
Professionals,225
Professionals,226
Professionals,227
Professionals,228
Professionals,229
Professionals,231
Professionals,232
Professionals,310
Professionals,320
Professionals,331
Professionals,332
Professionals,333
Professionals,341
Professionals,342
Professionals,351
Professionals,352
Professionals,353
Professionals,391
Professionals,399
Professionals,411
Professionals,412
Professionals,419
Professionals,421
Professionals,422
Professionals,423
Professionals,430
Professionals,441
Professionals,442
Professionals,443
Professionals,444
Professionals,445
Professionals,446
Professionals,449
Professionals,451
Professionals,452
Professionals,453
Professionals,454
Professionals,455
Professionals,459
Professionals,460
Technicians and associate professionals,111
Technicians and associate professionals,112
Technicians and associate professionals,113
Technicians and associate professionals,114
Technicians and associate professionals,115
Technicians and associate professionals,116
Technicians and associate professionals,117
Technicians and associate professionals,118
Technicians and associate professionals,119
Technicians and associate professionals,121
Technicians and associate professionals,122
Technicians and associate professionals,123
Technicians and associate professionals,131
Technicians and associate professionals,132
Technicians and associate professionals,133
Technicians and associate professionals,139
Technicians and associate professionals,141
Technicians and associate professionals,142
Technicians and associate professionals,143
Technicians and associate professionals,144
Technicians and associate professionals,145
Technicians and associate professionals,151
Technicians and associate professionals,152
Technicians and associate professionals,211
Technicians and associate professionals,212
Technicians and associate professionals,219
Technicians and associate professionals,221
Technicians and associate professionals,222
Technicians and associate professionals,223
Technicians and associate professionals,224
Technicians and associate professionals,229
Technicians and associate professionals,231
Technicians and associate professionals,232
Technicians and associate professionals,241
Technicians and associate professionals,242
Technicians and associate professionals,300
Technicians and associate professionals,411
Technicians and associate professionals,412
Technicians and associate professionals,413
Technicians and associate professionals,414
Technicians and associate professionals,415
Technicians and associate professionals,416
Technicians and associate professionals,417
Technicians and associate professionals,418
Technicians and associate professionals,419
Technicians and associate professionals,421
Technicians and associate professionals,422
Technicians and associate professionals,423
Technicians and associate professionals,429
Technicians and associate professionals,431
Technicians and associate professionals,432
Technicians and associate professionals,433
Technicians and associate professionals,434
Technicians and associate professionals,439
Technicians and associate professionals,441
Technicians and associate professionals,442
Technicians and associate professionals,443
Technicians and associate professionals,444
Technicians and associate professionals,449
Technicians and associate professionals,450
Technicians and associate professionals,460
Technicians and associate professionals,471
Technicians and associate professionals,472
Technicians and associate professionals,473
Technicians and associate professionals,474
Technicians and associate professionals,475
Technicians and associate professionals,480
Clerks,111
Clerks,112
Clerks,113
Clerks,114
Clerks,115
Clerks,121
Clerks,122
Clerks,131
Clerks,133
Clerks,141
Clerks,142
Clerks,143
Clerks,144
Clerks,190
Clerks,211
Clerks,212
Clerks,213
Clerks,214
Clerks,215
Clerks,221
Clerks,222
Clerks,223
"Farmers, forestry workers and fishermen",111
"Farmers, forestry workers and fishermen",112
"Farmers, forestry workers and fishermen",113
"Farmers, forestry workers and fishermen",114
"Farmers, forestry workers and fishermen",115
"Farmers, forestry workers and fishermen",116
"Farmers, forestry workers and fishermen",117
"Farmers, forestry workers and fishermen",119
"Farmers, forestry workers and fishermen",121
"Farmers, forestry workers and fishermen",122
"Farmers, forestry workers and fishermen",123
"Farmers, forestry workers and fishermen",124
"Farmers, forestry workers and fishermen",129
"Farmers, forestry workers and fishermen",131
"Farmers, forestry workers and fishermen",139
"Farmers, forestry workers and fishermen",211
"Farmers, forestry workers and fishermen",212
"Farmers, forestry workers and fishermen",219
"Farmers, forestry workers and fishermen",221
"Farmers, forestry workers and fishermen",222
"Farmers, forestry workers and fishermen",229
"Farmers, forestry workers and fishermen",290
"Farmers, forestry workers and fishermen",310
"Farmers, forestry workers and fishermen",320
"Farmers, forestry workers and fishermen",330
"Farmers, forestry workers and fishermen",340
"Farmers, forestry workers and fishermen",411
"Farmers, forestry workers and fishermen",412
"Farmers, forestry workers and fishermen",413
"Farmers, forestry workers and fishermen",414
"Farmers, forestry workers and fishermen",419
"Farmers, forestry workers and fishermen",420
"Farmers, forestry workers and fishermen",430
"Farmers, forestry workers and fishermen",490
"Farmers, forestry workers and fishermen",510
"Farmers, forestry workers and fishermen",590
Trades and related workers,111
Trades and related workers,112
Trades and related workers,113
Trades and related workers,121
Trades and related workers,122
Trades and related workers,123
Trades and related workers,129
Trades and related workers,131
Trades and related workers,132
Trades and related workers,133
Trades and related workers,134
Trades and related workers,135
Trades and related workers,136
Trades and related workers,141
Trades and related workers,142
Trades and related workers,211
Trades and related workers,212
Trades and related workers,213
Trades and related workers,214
Trades and related workers,215
Trades and related workers,221
Trades and related workers,222
Trades and related workers,223
Trades and related workers,224
Trades and related workers,231
Trades and related workers,232
Trades and related workers,233
Trades and related workers,234
Trades and related workers,235
Trades and related workers,241
Trades and related workers,242
Trades and related workers,243
Trades and related workers,244
Trades and related workers,245
Trades and related workers,246
Trades and related workers,311
Trades and related workers,312
Trades and related workers,313
Trades and related workers,321
Trades and related workers,322
Trades and related workers,323
Trades and related workers,324
Trades and related workers,331
Trades and related workers,332
Trades and related workers,333
Trades and related workers,341
Trades and related workers,342
Trades and related workers,343
Trades and related workers,344
Trades and related workers,345
Trades and related workers,346
Trades and related workers,347
Trades and related workers,411
Trades and related workers,412
Trades and related workers,413
Trades and related workers,414
Trades and related workers,415
Trades and related workers,416
Trades and related workers,421
Trades and related workers,422
Trades and related workers,423
Trades and related workers,424
Trades and related workers,425
Trades and related workers,431
Trades and related workers,432
Trades and related workers,433
Trades and related workers,434
Trades and related workers,435
Trades and related workers,436
Trades and related workers,441
Trades and related workers,442
Plant and machine operators and assemblers,111
Plant and machine operators and assemblers,112
Plant and machine operators and assemblers,113
Plant and machine operators and assemblers,121
Plant and machine operators and assemblers,122
Plant and machine operators and assemblers,123
Plant and machine operators and assemblers,124
Plant and machine operators and assemblers,131
Plant and machine operators and assemblers,139
Plant and machine operators and assemblers,141
Plant and machine operators and assemblers,142
Plant and machine operators and assemblers,143
Plant and machine operators and assemblers,151
Plant and machine operators and assemblers,152
Plant and machine operators and assemblers,153
Plant and machine operators and assemblers,154
Plant and machine operators and assemblers,155
Plant and machine operators and assemblers,159
Plant and machine operators and assemblers,161
Plant and machine operators and assemblers,162
Plant and machine operators and assemblers,163
Plant and machine operators and assemblers,171
Plant and machine operators and assemblers,172
Plant and machine operators and assemblers,211
Plant and machine operators and assemblers,212
Plant and machine operators and assemblers,221
Plant and machine operators and assemblers,222
Plant and machine operators and assemblers,223
Plant and machine operators and assemblers,224
Plant and machine operators and assemblers,229
Plant and machine operators and assemblers,231
Plant and machine operators and assemblers,232
Plant and machine operators and assemblers,240
Plant and machine operators and assemblers,251
Plant and machine operators and assemblers,252
Plant and machine operators and assemblers,253
Plant and machine operators and assemblers,254
Plant and machine operators and assemblers,255
Plant and machine operators and assemblers,256
Plant and machine operators and assemblers,261
Plant and machine operators and assemblers,262
Plant and machine operators and assemblers,263
Plant and machine operators and assemblers,264
Plant and machine operators and assemblers,265
Plant and machine operators and assemblers,266
Plant and machine operators and assemblers,267
Plant and machine operators and assemblers,268
Plant and machine operators and assemblers,269
Plant and machine operators and assemblers,271
Plant and machine operators and assemblers,272
Plant and machine operators and assemblers,273
Plant and machine operators and assemblers,274
Plant and machine operators and assemblers,275
Plant and machine operators and assemblers,276
Plant and machine operators and assemblers,290
Plant and machine operators and assemblers,311
Plant and machine operators and assemblers,312
Plant and machine operators and assemblers,321
Plant and machine operators and assemblers,322
Plant and machine operators and assemblers,323
Plant and machine operators and assemblers,324
Plant and machine operators and assemblers,331
Plant and machine operators and assemblers,332
Plant and machine operators and assemblers,333
Plant and machine operators and assemblers,334
Plant and machine operators and assemblers,340
Laborers and unskilled workers,111
Laborers and unskilled workers,112
Laborers and unskilled workers,113
Laborers and unskilled workers,120
Laborers and unskilled workers,131
Laborers and unskilled workers,132
Laborers and unskilled workers,133
Laborers and unskilled workers,141
Laborers and unskilled workers,142
Laborers and unskilled workers,151
Laborers and unskilled workers,152
Laborers and unskilled workers,161
Laborers and unskilled workers,162
Laborers and unskilled workers,211
Laborers and unskilled workers,212
Laborers and unskilled workers,213
Laborers and unskilled workers,214
Laborers and unskilled workers,311
Laborers and unskilled workers,312
Laborers and unskilled workers,313
Laborers and unskilled workers,321
Laborers and unskilled workers,322
Laborers and unskilled workers,331
Laborers and unskilled workers,333
Special occupations,111
Special occupations,112
Special occupations,113
Special occupations,119
Special occupations,121
Special occupations,122
Special occupations,123
Special occupations,129
Special occupations,210
Special occupations,221
Special occupations,222
Special occupations,223
Special occupations,231
Special occupations,232
Special occupations,910
Special occupations,920
Special occupations,930
Special occupations,940
